SMILES,frag_list,LogWS
N#Cc1c(Cl)cccc1Cl,"[171.971, 171.971, 171.971, 171.971, 164.002, 164.001, 171.971, 164.001, 100.018, 171.971, 171.971, 171.971, 164.001, 171.971, 164.001, 164.001, 171.972, 100.018]",1.164352856
Nc1ccc(cc1)S(N)(=O)=O,"[173.038, 156.012, 125.048]",3.875061263
[O-][N+](=O)c1cc(Cl)c(cc1)NC(=O)c1cc(Cl)ccc1O,"[174.992, 251.0, 98.984, 98.984, 154.989, 174.992, 98.984, 154.989, 127.018, 98.984, 154.989, 127.018, 98.984, 154.989, 127.018, 98.984, 154.989, 72.984]",0.204119983
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,"[176.128, 158.118, 97.101, 97.101, 62.024, 158.118, 62.024, 97.101, 69.07, 62.024, 97.101, 69.07, 62.024, 55.054, 69.07, 62.024, 55.054, 69.07]",2.477121255
c1[n]c2ccccc2c2ccccc21,"[180.081, 152.062, 180.081]",2.477121255
c1c2ccccc2[n]c2ccccc21,"[180.081, 180.081]",1.584331224
CN1C(=O)c2[nH]c[n]c2N(C)C1=O,"[181.072, 124.05, 142.061, 181.072, 124.05, 96.056, 181.072, 124.051, 96.056, 181.072, 124.051, 96.056, 181.072, 124.051, 96.056, 124.051, 181.072, 96.056, 124.051, 96.056, 69.045, 69.045, 124.051, 96.056, 69.045, 96.056, 109.027, 69.045, 54.021, 109.027, 69.045, 54.021, 67.029]",3.866877814
CSc1[n]c2ccccc2[s]1,"[182.009, 166.985, 183.011, 182.009, 166.986, 135.014, 182.009, 166.985, 182.009, 166.985, 135.013, 182.009, 166.986, 135.013, 166.986, 182.009, 135.013, 166.986, 182.009, 135.013, 166.986, 123.013, 109.01, 166.986, 109.01, 123.013, 65.038, 109.01, 96.003, 65.038, 68.979, 96.003, 182.01, 166.987, 135.014, 166.986, 182.01, 135.014, 166.986, 182.01, 136.022, 166.986, 136.022, 135.014]",2.096910013
CCOC(=O)Nc1cccc(c1)OC(=O)Nc1ccccc1,"[182.08, 136.038, 183.083, 136.038, 154.049, 182.08, 136.038, 154.049, 182.08, 136.038, 154.049, 137.041, 136.038, 137.042, 154.049, 182.081, 136.039, 154.05, 182.081, 136.039, 154.05, 136.039, 154.05, 182.081, 136.039, 154.05, 108.044, 136.039, 108.044, 154.05, 136.039, 108.044, 121.04, 108.044, 65.038, 121.04, 182.081, 136.039, 154.05, 136.039, 154.05, 182.081, 136.039, 154.05, 108.044, 136.039, 108.044, 154.05, 136.039, 108.044, 121.04, 108.044, 121.04, 65.038, 182.081, 136.039, 154.05]",0.84509804
O=C1NC(=O)C(N1)(c1ccccc1)c1ccccc1,"[182.096, 253.097, 225.102, 182.096, 225.102, 253.097, 182.096, 104.049, 132.044, 104.049, 182.096, 132.044, 104.049, 182.096, 95.049, 104.049, 95.049, 105.044]",1.505149978
CCNc1[n]c(NC(C)(C)C)[n]c([n]1)SC,"[186.081, 242.143, 91.032, 186.081, 171.057, 242.143, 242.144, 186.083, 227.119, 242.144, 186.081, 186.081, 242.144, 91.032, 186.081, 91.033, 138.078, 186.081, 91.032, 68.024, 68.024, 96.056, 91.032, 242.143, 186.081, 227.12, 242.143, 186.081, 227.12, 186.081, 242.143, 91.032, 186.081, 91.032, 158.049, 186.081, 91.032, 68.024, 68.024, 91.032, 96.056, 186.081, 171.057, 242.143]",1.397940009
CCCCN(CCCC)CCCC,"[186.221, 130.159, 74.096, 186.221, 130.159, 74.096, 186.222, 130.159, 74.096, 186.222, 130.159, 74.096, 130.159, 186.222, 57.07, 57.07, 130.159, 74.096]",2.152288344
CC(C)Nc1[n]c(N)[n]c(Cl)[n]1,"[188.069, 190.066, 146.022, 146.022, 188.069, 148.019, 146.022, 148.019, 147.024, 146.022, 148.019, 147.024, 188.07, 146.023, 104.001, 146.023, 188.07, 104.001, 188.07, 188.07, 146.023, 104.001, 188.07, 146.023, 104.001, 146.023, 188.07, 104.001, 146.023, 104.001, 79.006, 104.001, 146.023, 79.006, 188.07, 146.023, 188.07, 146.023, 104.001, 188.07, 146.023, 104.001, 146.023, 188.07, 104.001, 146.023, 104.001, 79.006, 104.001, 146.023, 79.006, 146.023, 188.07, 110.046, 146.023, 188.07, 104.001, 146.023, 104.001, 79.006, 146.023, 188.07, 110.046, 146.023, 110.046, 104.001]",3.505149978
CC(C)Nc1[n]c(Cl)[n]c(NC(C)C)[n]1,"[188.07, 146.023, 152.118, 230.117, 230.117, 188.07, 146.023, 188.07, 230.117, 146.023, 146.023, 188.07, 104.001, 146.023, 104.001, 79.006, 146.023, 104.001, 79.006, 230.117, 188.07, 146.023, 230.117, 188.07, 146.023, 188.07, 230.117, 146.023, 146.023, 188.07, 104.001, 146.023, 104.001, 79.006, 146.023, 104.001, 79.006, 188.07, 146.023, 152.118]",0.934498451
C=CCOC(=O)c1ccccc1C(=O)OCC=C,"[189.055, 53.002, 149.023]",2.260071388
CN1C(C)=CC(=O)N1c1ccccc1,"[189.102, 147.092, 56.05, 189.102, 131.073, 161.107, 189.102, 189.102, 161.107, 189.103, 161.107, 147.092, 189.102, 147.092, 161.107, 189.103, 104.05, 147.092, 106.065, 56.049, 104.049, 189.102, 189.102, 161.107, 174.078, 189.102, 161.107, 147.092, 189.102, 147.092, 161.107, 189.102, 104.049, 147.092, 106.065, 104.049, 56.05, 189.102, 131.073, 161.107, 189.102, 147.092, 161.108, 104.05, 189.102, 106.065, 189.102, 131.073, 161.107, 131.073, 161.107, 144.081, 142.061, 155.047, 183.087, 142.061, 155.047, 183.088]",4.715167358
NC(=O)c1c(Cl)cccc1Cl,"[189.981, 191.978, 172.954, 172.954, 174.952, 189.981, 172.954, 174.952, 173.958, 172.954, 174.952, 144.96, 172.966, 174.962, 144.96, 189.982, 172.956, 171.971, 172.956, 146.976, 171.972, 189.982, 172.955, 189.982, 172.955, 171.971, 172.956, 189.982, 171.971, 172.956, 189.982, 171.971, 172.956, 171.971, 164.001, 108.984, 164.001, 144.96, 189.982, 172.955, 189.982, 172.956, 146.976, 172.956, 189.982, 171.971, 172.956, 189.982, 172.966, 172.956, 172.967, 171.971, 172.967, 172.956, 108.984, 172.956, 146.976, 171.971, 172.955, 189.982, 171.971, 172.955, 171.971, 139.006, 172.955, 146.976, 171.972, 172.955, 146.976, 171.971]",3.436162647
CC(C)(C#C)NC(=O)c1cc(Cl)cc(Cl)c1,"[189.982, 172.956, 256.029, 189.982, 256.029, 172.956, 189.982, 172.956, 256.029, 172.956, 189.982, 67.054, 172.956, 172.966, 189.982, 172.967, 172.956, 67.054, 172.967, 172.956, 108.984]",1.176091259
OC(=O)c1[n]c(Cl)ccc1Cl,"[191.961, 163.966, 145.956]",3.894869657
CCNC(=O)C(C)OC(=O)Nc1ccccc1,"[192.066, 164.071, 120.044, 120.044, 192.066, 118.086, 118.086, 120.044, 72.081, 118.086, 120.044, 72.081, 72.081, 120.044, 118.086, 72.081, 120.044, 92.049, 72.081, 92.05, 77.039, 120.044, 192.066, 118.086, 118.086, 120.044, 72.081, 118.086, 120.044, 72.081, 72.081, 120.044, 118.086, 72.081, 120.044, 92.049, 72.081, 92.049, 77.039, 192.066, 164.071, 118.086]",3.544068044
C/C(=C\C(=O)NC)/OP(=O)(OC)OC,"[193.027, 127.016, 167.047, 127.016, 128.019, 193.026, 127.016, 128.019, 109.005, 127.016, 128.019, 109.005, 127.015, 109.004, 129.019]",6
Nc1cc2cc3ccccc3cc2cc1,"[194.096, 193.089, 177.07]",0.113943352
CN1C(=O)c2c([n]c[n]2C)N(C)C1=O,"[195.088, 138.066, 110.071, 138.066, 195.088, 110.071, 195.088, 138.066, 195.088, 138.066, 195.088, 138.066, 110.071, 138.066, 195.088, 110.071, 138.066, 110.071, 195.087, 138.066, 110.071, 123.043, 195.088, 195.088, 138.066, 195.088, 138.066, 110.071, 138.066, 195.088, 110.071, 138.066, 110.071, 195.088, 138.066, 110.071, 123.043, 138.066, 195.087, 110.071, 138.066, 195.088, 110.071, 138.066, 110.071, 83.061, 138.066, 195.088, 110.071, 138.066, 110.071, 177.017, 138.066, 195.088, 110.071, 138.066, 195.088, 151.098]",4.334453751
CNC(=O)CSP(=S)(OC)OC,"[198.966, 230.008, 170.97, 124.982, 170.97, 142.993, 124.982, 142.993, 156.954, 124.982, 142.993, 156.954, 124.982, 142.993, 123.998, 142.993, 198.965, 170.97, 198.965, 170.97, 197.981, 198.965, 170.97, 230.007, 170.97, 198.965, 124.982, 124.982, 142.993, 170.97, 124.982, 142.993, 156.954, 124.982, 142.993, 78.994, 124.982, 142.993, 78.994, 198.965, 170.97, 230.007, 170.97, 198.965, 124.982, 124.982, 142.993, 170.97, 124.982, 142.993, 156.954, 124.982, 142.993, 78.994, 124.982, 142.993, 78.994, 198.965, 170.97, 197.981, 124.982, 142.993, 170.97, 124.982, 142.993, 78.994, 198.965, 170.97, 88.021, 198.964, 170.97, 88.021]",4.367355921
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,"[199.017, 199.017, 199.017, 135.055, 120.045, 199.017, 135.055, 120.044, 107.06, 135.055, 120.044, 107.06, 120.044, 92.049, 107.06, 80.049, 120.044, 199.017, 199.017, 120.044, 199.017, 135.055, 107.06, 107.06, 120.044, 135.055, 107.06, 120.044, 80.049, 107.06, 80.049, 120.044, 199.017]",2.698970004
CSc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,"[200.097, 158.05, 242.143, 242.144, 158.049, 242.144, 200.097, 158.049, 242.143, 200.097, 158.05, 158.05, 200.096, 68.024, 158.05, 68.024, 116.028, 158.049, 68.024, 116.028, 242.144, 200.097, 227.12, 242.144, 200.096, 158.05, 242.143, 200.097, 158.05, 158.05, 200.096, 68.024, 158.05, 68.024, 116.028, 158.05, 68.024, 116.028, 200.097, 158.05, 242.143, 158.049, 200.096, 242.143, 158.049, 116.028, 85.051, 200.096, 158.049, 242.143, 200.096, 158.049, 152.118]",1.51851394
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,"[201.079, 159.116, 95.085, 229.121, 201.079, 95.085, 229.122, 109.101, 201.079, 229.122, 219.09, 95.086, 95.085, 81.07, 109.102, 95.085, 81.07, 159.117, 169.086, 147.117]",2.079181246
CCNc1[n]c(Cl)[n]c(NCC)[n]1,"[202.085, 204.082, 203.087, 202.085, 132.031, 124.086, 132.031, 124.087, 202.084, 146.023, 202.085, 79.006, 124.087, 202.086, 132.032, 202.085, 124.087, 202.086, 124.087, 132.032, 202.086, 132.032, 124.087, 132.032, 202.085, 124.087, 104.001, 68.024, 132.032, 68.024, 104.001, 96.056, 202.085, 71.06, 202.085, 124.087, 132.032, 202.085, 132.032, 124.087, 202.085, 132.032, 124.087, 104.001, 68.024, 96.056, 104.001, 68.024, 96.056, 202.085, 124.087, 132.032, 202.085, 132.032, 124.087, 104.001, 96.055, 132.032, 202.085, 124.087, 132.032, 124.087, 132.032, 174.054]",0.792391689
COc1c(C(O)=O)c(Cl)ccc1Cl,"[202.966, 202.965, 202.967, 202.966, 202.966, 202.966]",3.919601024
Cc1cc(C)[n]c(NS(=O)(=O)c2ccc(N)cc2)[n]1,"[204.044, 156.012, 124.087, 204.043, 279.091, 156.01, 124.086, 204.043, 156.011, 124.086, 213.112, 204.043, 124.086, 213.112, 125.089, 279.091, 156.01, 186.032, 279.091, 204.044, 124.087, 186.033, 204.044, 124.087, 279.091, 186.034, 149.024, 279.091, 186.033, 204.044, 124.087, 186.033, 156.011, 124.087, 108.044, 92.049, 124.087, 108.044, 92.049, 124.087, 108.044, 92.049, 279.091, 186.034, 149.023, 279.091, 186.033, 124.087, 124.087, 186.033, 108.044, 124.087, 108.044, 92.049, 124.087, 108.044, 92.049, 124.087, 92.049, 108.044, 186.033, 204.044, 124.087, 124.087, 108.044, 92.049, 124.087, 92.049, 108.044, 186.033, 279.091, 204.044, 186.033, 204.044, 124.087, 208.018, 146.069, 127.006, 208.018, 146.069, 226.028]",3.176091259
CC1NC(=O)N(C(C)CC)C(=O)C=1Br,"[204.961, 204.961, 261.024, 206.956, 204.961, 261.023, 187.933, 204.961, 187.934, 161.955, 204.961, 187.934, 161.955, 204.961, 187.934, 161.955, 131.944, 187.934, 161.955, 204.961, 261.023, 204.961, 261.023, 161.955, 204.961, 187.934, 161.955, 204.961, 187.934, 161.955, 204.961, 187.934, 161.955, 131.944, 187.934, 161.955, 204.961, 206.956]",2.911157609
CN(C)C(=O)Nc1ccc(cc1)C(C)C,"[207.149, 208.152, 165.101, 207.149, 165.101, 134.095, 134.096, 165.101, 162.089, 134.095, 119.072, 118.064, 118.065, 119.071, 134.096, 72.044, 207.149, 165.102, 72.044, 165.102, 207.149, 207.149, 72.044, 165.102, 207.149, 72.044, 165.102, 72.044, 207.149, 165.102, 72.044, 165.102, 134.096, 72.044, 134.096, 91.054, 72.044, 134.096, 91.054, 207.149, 72.044, 165.102, 207.149, 72.044, 165.102, 72.044, 207.149, 165.102, 72.044, 165.102, 134.096, 72.044, 134.096, 91.054, 72.044, 134.096, 91.054, 72.044, 165.102, 207.149, 72.044, 165.102, 134.096, 72.044, 134.096, 107.085, 72.044, 165.102, 162.091, 72.044, 165.102, 162.091]",1.812913357
C=CCN(CC=C)C(=O)C(Cl)Cl,"[208.03, 210.027, 139.967, 139.966, 208.03, 141.962]",3.698970004
Cc1cccc(C)c1N(C[n]1ccc[n]1)C(=O)CCl,"[210.068, 212.064, 278.105, 134.096, 210.068, 135.099, 134.096, 135.099, 210.068, 134.096, 135.099, 132.08, 134.096, 135.099, 132.08, 134.096, 210.068, 278.106, 210.069, 134.097, 76.978, 210.068, 134.097, 278.106, 134.096, 210.068, 134.097, 210.068, 76.979, 134.097, 105.07, 76.979, 134.097, 105.07, 76.979, 134.097, 105.07, 79.054, 210.068, 134.097, 278.105, 134.096, 210.068, 134.097, 210.068, 76.979, 134.097, 105.07, 76.979, 134.096, 105.07, 76.979, 134.096, 105.07, 79.054, 210.068, 134.096, 134.096, 76.979, 134.096, 76.979, 210.068, 134.096, 210.068, 134.096, 210.068, 134.096]",2.633468456
CC(C)N(C(=O)CCl)c1ccccc1,"[212.083, 170.036, 214.08, 170.036, 172.033, 171.039, 170.036, 172.033, 152.025, 152.025, 170.036, 172.033, 170.037, 212.084, 94.065, 170.037, 152.026, 212.085, 212.084, 170.037, 152.025, 170.037, 212.084, 152.026, 170.037, 152.026, 212.083, 170.037, 94.065, 106.065, 94.065, 106.065, 170.037, 94.065, 106.065, 77.038, 212.084, 170.037, 152.026, 170.037, 212.084, 152.026, 170.037, 212.084, 152.026, 170.037, 94.065, 106.065, 94.065, 106.065, 170.037, 94.065, 106.065, 77.039, 170.037, 152.026, 212.084]",2.763427994
Cc1c(c(NC(CC)CC)c(cc1C)[N+]([O-])=O)[N+]([O-])=O,"[214.071, 176.143, 212.067, 212.067, 71.085, 194.056, 212.067, 194.056, 71.085, 194.056, 212.067, 118.052, 91.042, 148.063, 119.06, 119.06, 91.042, 92.049, 92.049, 119.06, 65.039, 194.056, 148.063, 118.053, 119.06, 148.063, 92.049, 212.066, 194.056, 266.02, 212.067, 194.056, 266.019]",-0.48148606
CCNc1[n]c(Cl)[n]c(NC(C)(C)C#N)[n]1,"[214.086, 205.12, 174.054, 241.096, 214.085, 71.06, 241.097, 214.086, 205.12, 214.085, 241.097, 174.054, 214.085, 104.001, 132.032, 104.001, 68.024, 96.056, 104.001, 68.024, 71.06, 241.096, 214.085, 241.096, 214.085, 205.12, 214.085, 241.096, 174.054, 214.085, 104.001, 132.032, 104.001, 68.024, 96.056, 104.001, 68.024, 71.06, 214.085, 205.12, 174.054]",2.230448921
CCOP(=O)(SCCC)SCCC,"[215.033, 243.064, 172.986, 172.986, 130.939, 114.961, 130.939, 114.961, 172.986, 130.939, 114.961, 96.951, 114.961, 96.951, 130.939, 114.961, 96.951, 130.939, 114.961, 96.951, 64.979, 64.979, 114.961, 94.918, 64.979, 94.917, 114.961]",2.875061263
CN(OC)C(=O)Nc1ccc(Cl)cc1,"[215.058, 126.01, 148.063, 126.01, 148.063, 215.058, 126.01, 148.063, 127.018, 126.01, 127.018, 98.999, 98.999, 126.01, 127.018, 98.999, 127.018, 126.01]",2.968482949
CSC1=NN=C(C(=O)N1N)C(C)(C)C,"[215.096, 216.098, 217.092, 215.096, 187.101, 216.098, 187.1, 215.095, 131.038, 156.058, 131.038, 184.053, 156.058, 141.036, 140.039, 215.096, 187.101, 84.081, 187.101, 186.082, 131.027, 215.096, 215.096, 187.101, 186.082, 215.096, 187.101, 186.082, 187.101, 215.095, 131.039, 187.101, 74.006, 131.039, 74.006, 59.99, 58.04, 215.096, 186.083, 187.101, 215.096, 187.101, 186.082, 215.096, 187.101, 186.082, 187.101, 215.096, 131.039, 187.101, 74.006, 131.039, 74.006, 59.99, 58.04, 187.101, 186.082, 131.027]",3.021189299
CCNc1[n]c(Cl)[n]c(NC(C)C)[n]1,"[216.101, 218.098, 217.103, 174.053, 216.101, 176.05, 174.053, 132.032, 176.05, 146.022, 132.032, 174.053, 146.022, 132.032, 138.076, 216.101, 174.054, 96.056, 174.054, 138.103, 96.056, 216.101, 216.101, 174.055, 96.056, 174.054, 216.101, 104.001, 174.054, 104.001, 132.032, 104.001, 174.054, 68.024, 104.001, 68.024, 79.006, 216.101, 216.101, 174.054, 96.055, 174.054, 216.101, 104.001, 174.054, 104.001, 132.032, 174.054, 104.001, 68.024, 104.001, 68.024, 79.006, 174.054, 138.103, 96.056, 174.054, 216.101, 104.001, 104.001, 174.054, 96.055, 174.054, 216.101, 138.103, 174.054, 138.103, 96.056, 174.054, 216.101, 96.056, 174.054, 216.101, 138.102]",1.540329475
Nc1ccc(cc1Cl)-c1cc(Cl)c(N)cc1,"[217.053, 218.061, 182.084, 217.053, 218.06, 182.084]",0.491361694
c1cccc2c(cccc21)Nc1ccccc1,"[220.112, 143.073, 92.049, 143.073, 220.113, 92.05, 143.073, 115.055, 128.063, 220.113, 143.074, 205.09, 143.073, 205.089, 203.086]",1.77815125
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,"[220.133, 192.138, 160.112, 248.128, 220.133, 192.138, 280.154, 248.128, 220.133, 192.138, 220.133, 160.112, 192.138, 160.112, 220.133, 160.112, 192.138, 148.112, 160.112, 134.096, 132.081, 132.081, 134.096, 160.112, 280.154, 248.128, 220.133, 192.138, 220.133, 160.112, 192.138, 160.112, 220.133, 160.112, 192.138, 148.112, 160.112, 134.096, 145.089, 132.081, 134.096, 160.112, 248.128, 220.133, 192.138]",3.924279286
NC1C=NN(C(=O)C=1Cl)c1ccccc1,"[222.042, 224.04, 223.045, 222.042, 224.04, 146.01, 146.011, 222.042, 128.984, 146.011, 130.064, 150.01, 222.043, 104.049, 92.049, 104.049, 222.043, 186.066, 222.043, 77.038, 222.043, 104.05, 77.038, 222.043, 104.05, 92.049, 222.043, 104.049, 92.049, 92.05, 104.05, 222.043, 92.049, 77.039, 65.039, 222.043, 77.038, 222.043, 104.049, 222.043, 104.049, 92.049, 222.043, 104.049, 92.049, 92.049, 104.049, 222.043, 92.049, 77.039, 65.039, 104.049, 186.066, 193.029, 222.043, 104.049, 92.049, 92.049, 104.049, 77.038, 222.043, 104.049, 186.066, 104.049, 186.066, 205.016]",2.602059991
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,"[222.149, 240.159, 166.086, 148.076, 166.088, 149.079, 222.149, 166.087, 148.076, 240.16, 222.149, 148.076, 148.076, 222.149, 166.086, 148.076, 166.086, 222.149, 148.076, 121.065, 130.065, 148.076, 121.065, 130.065, 121.065, 91.054, 130.065, 240.16, 222.149, 148.076, 148.076, 222.149, 166.086, 148.076, 166.086, 222.149, 148.076, 121.065, 130.065, 148.076, 121.065, 130.065, 121.065, 91.054, 148.076, 222.149, 166.086, 148.076]",4.149219113
CC(=O)Nc1[n][n]c([s]1)S(N)(=O)=O,"[222.995, 180.985, 181.969, 180.985, 222.995, 181.969, 180.985, 181.969, 72.985, 181.969, 180.985, 72.986, 181.969, 72.986, 180.985, 72.986, 181.969, 58.982]",2.991226076
COCCN(C(=O)CCl)c1c(C)cccc1C,"[224.084, 256.11, 226.081, 224.084, 226.081, 148.111, 148.111, 224.084, 226.081, 148.111, 133.087, 224.083, 148.111, 133.087, 118.064, 224.084, 148.112, 256.11, 224.084, 224.084, 256.11, 224.084, 256.11, 148.112, 224.084, 148.112, 132.081, 148.112, 224.084, 132.081, 148.112, 105.07, 132.081, 148.112, 105.07, 132.081, 224.084, 256.11, 173.015, 224.084, 256.11, 148.112, 224.084, 148.112, 132.081, 148.112, 224.084, 132.081, 148.112, 105.07, 132.081, 148.112, 105.07, 132.081, 224.084]",3.361727836
COc1[n]c(NC(C)C)[n]c(NC(C)C)[n]1,"[226.166, 227.169, 184.118, 226.166, 184.118, 142.071, 142.071, 184.118, 226.166, 142.072, 184.119, 143.074, 142.071, 143.075, 125.045, 184.119, 142.072, 226.166, 226.166, 226.167, 184.119, 142.073, 226.166, 184.119, 142.072, 142.072, 184.119, 226.166, 142.072, 100.051, 86.035, 142.072, 86.035, 100.051, 226.166, 184.119, 211.142, 226.166, 184.119, 142.072, 226.166, 184.119, 142.072, 142.072, 184.119, 226.166, 142.072, 86.035, 100.051, 142.072, 86.035, 100.051, 184.119, 142.072, 226.166]",2.875061263
COc1cc(N)c(Cl)cc1C(=O)NCCN(CC)CC,"[227.058, 184.016, 212.034, 300.148, 227.058, 184.016, 227.058, 300.147, 184.016, 227.058, 184.016, 183.032, 184.016, 227.058, 212.035, 184.016, 212.035, 183.032, 184.016, 140.998, 168.008, 300.147, 227.058, 184.015, 227.058, 300.148, 184.016, 227.058, 184.016, 183.032, 184.016, 227.058, 183.032, 184.016, 212.035, 183.032, 184.016, 140.998, 168.008, 227.058, 184.016, 212.034]",2.301029996
OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,"[227.085, 199.09, 209.075]",2.342422681
CCNc1[n]c(NC(C)C)[n]c([n]1)SC,"[228.128, 186.081, 96.056, 228.128, 186.081, 96.055, 228.128, 186.081, 96.056, 186.081, 228.128, 96.056, 186.081, 96.056, 91.032, 96.056, 186.081, 68.024, 68.024, 96.056, 71.06, 186.081, 228.128, 96.056, 96.055, 116.028, 186.081, 186.081, 228.128, 96.056, 186.081, 138.103, 96.056]",2.320146286
COc1ccc(cc1Cl)NC(=O)N(C)C,"[229.074, 72.044, 184.016, 72.044, 229.074, 156.021, 72.044, 156.021, 229.074, 72.044, 156.021, 149.047, 72.044, 156.021, 106.029, 72.044, 106.029, 156.021, 72.044, 80.013, 56.013, 72.044, 56.013, 52.018, 72.044, 52.018, 56.013]",2.831229694
COc1cc(ccc1N)-c1cc(OC)c(N)cc1,"[230.106, 213.103, 215.082, 187.087, 198.079, 215.082, 230.106, 213.103, 214.111, 230.106, 213.103, 214.111]",1.77815125
CCNc1[n]c(Cl)[n]c(NC(C)(C)C)[n]1,"[230.116, 232.113, 174.053, 174.053, 176.05, 230.116, 174.053, 176.05, 132.031, 174.053, 132.031, 146.022, 174.054, 230.117, 96.056, 174.054, 230.117, 230.117, 174.054, 79.006, 174.054, 230.117, 146.023, 174.054, 132.032, 146.023, 174.054, 104.001, 68.024, 68.024, 104.001, 79.006, 230.117, 174.054, 230.117, 174.054, 132.032, 174.054, 230.117, 146.023, 174.054, 132.032, 146.023, 174.054, 104.001, 68.024, 104.001, 68.024, 79.006, 174.054, 174.054, 132.032, 146.023, 104.001, 174.054, 96.055, 174.054, 230.117, 174.054]",0.929418926
COc1c(cc(Cc2c[n]c(N)[n]c2N)cc1OC)OC,"[230.117, 123.067, 261.099, 291.146, 230.117, 291.146, 123.067, 261.098, 291.145, 261.098, 230.116, 261.098, 275.114, 230.116, 123.067, 261.098, 257.103, 123.067, 81.045, 229.109, 291.146, 261.097, 291.146, 123.067, 261.098, 291.146, 261.098, 230.116, 261.098, 275.114, 123.067, 123.067, 261.098, 257.103, 123.067, 81.045, 229.108, 230.117, 123.067, 261.098, 261.099, 230.117, 275.114, 123.067, 229.109, 110.059, 291.146, 230.117, 123.067, 230.117, 123.067, 261.099]",2.602059991
COc1cc(O)c(cc1S(O)(=O)=O)C(=O)c1ccccc1,"[230.996, 309.043, 135.008]",5.397940009
O=P1(NCCCO1)N(CCCl)CCCl,"[233.001, 140.003, 106.042, 261.032, 140.003, 261.032, 233.001, 140.003, 140.003, 261.032, 106.042, 140.003, 142.018, 106.042, 140.003, 142.018, 120.021, 140.003, 63.0, 56.049, 261.032, 106.042, 233.002, 261.032, 140.003, 233.001, 140.003, 261.032, 106.042, 140.003, 142.018, 106.042, 140.003, 142.018, 120.021, 140.003, 63.0, 56.049, 233.001, 140.003, 106.042, 140.004, 142.019, 106.042, 140.004, 142.019, 106.042, 140.004, 106.042, 142.019, 140.004, 106.042, 142.019]",4.602059991
CN(C)C(=O)Nc1cc(Cl)c(Cl)cc1,"[233.024, 235.021, 187.965, 159.97, 161.967, 187.965, 159.97, 161.967, 132.96, 132.959, 125.001, 134.957, 72.044, 233.024, 159.972, 72.044, 233.024, 72.044, 233.024, 72.044, 187.966, 72.044, 233.024, 159.971, 72.044, 159.971, 187.966, 72.044, 159.971, 132.961, 72.044, 159.971, 132.961, 233.024, 72.044, 233.024, 72.044, 187.966, 72.044, 233.024, 187.966, 72.044, 159.971, 187.966, 72.044, 159.971, 132.961, 72.044, 159.971, 132.961, 72.044, 187.966]",1.62324929
CN(C)C(=O)Nc1cc(ccc1)C(F)(F)F,"[233.09, 72.044, 213.083, 72.044, 233.09, 213.083, 72.044, 233.09, 188.032, 72.044, 160.037, 168.026, 72.044, 160.037, 145.026, 72.044, 145.026, 160.037, 72.044, 145.026, 56.013, 72.044, 56.013, 75.023, 72.044, 75.023, 56.013]",2.041392685
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,"[233.092, 162.091, 177.066, 162.091, 177.066, 233.092, 162.091, 177.066, 105.033, 133.052, 144.081, 91.054, 133.052, 91.054, 106.065, 133.052, 91.054, 106.065, 104.049, 91.054, 89.038, 104.049, 91.054, 89.038, 104.049, 95.049, 65.038]",3.045322979
CCN(CC(=O)Nc1c(C)cccc1C)CC,"[235.18, 173.079, 217.107, 134.096, 235.18, 155.068, 134.096, 173.107, 122.096, 86.096, 58.065, 235.18, 86.096, 235.18, 86.096, 58.065, 86.097, 235.181, 58.065, 86.097, 58.065, 86.096, 58.065, 86.096, 58.065, 235.18, 86.096, 235.181, 86.096, 58.065, 86.097, 235.18, 58.065, 86.096, 58.065, 86.096, 58.065, 86.096, 58.065, 86.096, 58.065, 86.097, 58.066, 86.097, 58.066, 86.097, 58.066, 134.097, 235.181, 86.097, 86.097, 235.181, 86.097, 235.181, 58.065, 86.097, 58.065, 86.097, 58.065, 86.096, 133.008, 235.181, 86.096, 133.008, 134.096, 86.096, 235.181, 133.008, 86.096, 133.008, 179.013]",3.612783857
CCOP(=S)(Oc1ccc(cc1)[N+]([O-])=O)OCC,"[235.977, 264.009, 292.04, 235.977, 140.034, 253.988, 235.978, 140.034, 94.041, 94.041, 114.961, 123.031, 94.041, 114.961, 123.031, 94.041, 114.961, 123.031]",1.041392685
OC(=O)COc1[n]c(Cl)c(Cl)cc1Cl,"[237.923, 209.927, 197.927, 255.933, 237.922, 209.927, 209.928, 197.927, 237.922, 209.928, 181.933, 197.928, 145.956, 163.966, 181.933, 145.956, 179.917, 163.966, 179.917, 145.956, 109.979, 255.933, 237.922, 209.927, 209.927, 197.927, 237.922, 209.927, 181.932, 197.927, 145.956, 163.966, 181.933, 179.917, 145.956, 163.966, 179.917, 145.956, 109.979, 237.922, 209.927, 197.927]",2.643452676
