SMILES,frag_list,Kow
NC(=O)CN1CCCC1=O,"[98.06, 126.055, 70.065, 98.06, 126.055, 70.065, 98.06, 126.055, 70.065, 98.06, 70.065, 126.055, 98.06, 70.065, 69.034, 98.06, 70.065, 69.034]",-1.54
NC(=O)N1c2ccccc2C=Cc2ccccc12,"[237.102, 238.105, 194.096, 194.096, 237.102, 192.081, 194.096, 193.087, 195.099, 194.096, 193.088, 192.08, 193.088, 192.08, 165.069, 194.096, 220.075, 192.081, 237.102, 194.096, 192.081, 237.102, 194.096, 192.081, 194.096, 192.081, 237.102, 194.096, 192.081, 193.088, 194.096, 192.081, 193.088, 193.088, 194.096, 179.073, 237.102, 194.096, 192.081, 237.102, 194.096, 192.081, 194.096, 192.081, 237.102, 194.096, 192.081, 193.089, 194.096, 192.081, 193.088, 193.088, 194.096, 179.073, 194.096, 220.075, 192.081, 194.096, 220.076, 192.081, 194.096, 220.075, 192.081]",2.45
NC(=O)Nc1cc(Cl)c(Cl)cc1,"[204.993, 206.989, 161.986, 127.017, 161.986, 163.983, 127.017, 129.014, 159.97, 127.017, 129.014, 132.96, 127.017, 129.015, 132.96, 204.993, 161.987, 127.018, 161.987, 187.966, 127.018, 204.993, 160.979, 187.967, 204.993, 161.987, 127.019, 161.987, 127.018, 204.993, 127.018, 161.987, 159.972, 127.019, 159.972, 161.987, 127.018, 159.972, 132.961, 204.993, 161.987, 187.966, 204.993, 161.987, 187.967, 161.987, 127.018, 204.993, 127.019, 161.987, 159.972, 127.018, 159.972, 161.987, 127.019, 159.972, 132.961, 161.987, 187.967, 127.019, 127.018, 161.987, 159.971, 127.018, 159.971, 161.987, 161.987, 187.966, 127.018, 161.987, 187.966, 127.018]",2.65
Nc1[n]c(N)[n]c(N)[n]1,"[127.073, 127.072, 127.073, 85.051, 60.056, 127.073, 85.051, 60.056, 127.073, 85.051, 68.024, 127.073, 85.051, 60.056, 127.073, 85.051, 68.024, 85.051, 127.073, 68.024, 85.051, 127.073, 68.024, 127.073, 85.051, 68.024, 85.051, 127.073, 43.029, 68.024, 43.029, 85.051]",-1.37
Nc1[n]c(N)[n]c2[n]c(N)c([n]c12)-c1ccccc1,"[254.115, 237.088, 255.117, 237.088, 195.066, 168.055, 141.044, 168.055, 195.066, 254.115, 254.115, 237.088, 254.115, 237.089, 212.093, 237.088, 254.115, 195.067, 237.089, 104.049, 195.067, 104.049, 168.056, 141.045, 104.049, 141.045, 116.049, 89.039, 104.049, 95.049, 89.039, 63.023, 95.049]",0.98
Nc1[n]c(N)c([n][n]1)-c1cccc(Cl)c1Cl,"[256.016, 258.013, 257.018, 256.015, 210.982, 220.038, 256.015, 256.015, 256.015, 210.982, 186.982, 256.015, 210.982, 186.982, 256.015, 210.982, 186.982, 172.967, 156.961, 158.976, 256.015, 256.015, 256.015, 210.982, 166.029, 256.015, 210.982, 171.971, 256.015, 210.982, 186.982, 172.967, 156.961, 158.976, 256.015, 210.982, 220.038]",2.57
Nc1[n]c[n]c2c1[n]c[n]2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"[136.062, 268.104, 133.05, 136.062, 268.104, 133.05, 136.062, 85.028, 57.033, 136.062, 119.035, 137.046, 136.062, 119.035, 137.046, 136.062, 119.035, 137.046]",-1.05
Nc1[n]c[nH][n]1,"[85.051, 57.045, 58.04]",-0.97
Nc1[nH]c2ccccc2[n]1,"[134.072, 135.075, 134.072, 135.075, 133.063, 134.07, 133.063, 135.073, 134.07, 133.062, 117.044, 133.063, 134.071, 134.071, 134.071, 134.071, 134.071, 134.071, 92.049, 93.058, 134.071, 92.049, 107.06, 134.071, 92.049, 107.06, 134.071, 133.064, 134.071, 134.071, 92.049, 134.071, 92.049, 93.057, 134.071, 92.049, 107.06, 134.071, 92.049, 107.06, 134.071, 134.071, 92.049, 134.071, 92.049, 65.039, 65.039, 92.049, 80.049, 134.071, 92.049, 134.071, 92.049]",0.91
NC12CC3CC(C1)CC(C2)C3,"[135.117, 152.143, 81.07, 135.117, 152.143, 135.117, 152.144, 79.054, 135.117, 152.143, 93.07, 135.117, 79.054, 93.07, 135.117, 79.054, 93.07, 135.117, 152.144, 135.117, 152.144, 135.117, 135.117]",2.44
NC1C=CNC(=O)N=1,"[112.051, 95.024, 94.04]",-1.73
NC1C=NN(C(=O)C=1Cl)c1ccccc1,"[222.042, 224.04, 223.045, 222.042, 224.04, 146.01, 146.011, 222.042, 128.984, 146.011, 130.064, 150.01, 222.043, 104.049, 92.049, 104.049, 222.043, 186.066, 222.043, 77.038, 222.043, 104.05, 77.038, 222.043, 104.05, 92.049, 222.043, 104.049, 92.049, 92.05, 104.05, 222.043, 92.049, 77.039, 65.039, 222.043, 77.038, 222.043, 104.049, 222.043, 104.049, 92.049, 222.043, 104.049, 92.049, 92.049, 104.049, 222.043, 92.049, 77.039, 65.039, 104.049, 186.066, 193.029, 222.043, 104.049, 92.049, 92.049, 104.049, 77.038, 222.043, 104.049, 186.066, 104.049, 186.066, 205.016]",1.14
Nc1cc(ccc1)C(O)=O,"[138.055, 94.065, 120.044]",0.65
Nc1cc(Cl)c(cc1S(N)(=O)=O)S(N)(=O)=O,"[268.945, 204.983, 220.978, 157.016, 173.995, 173.011, 173.995, 173.011, 142.005, 89.026, 173.995, 173.011]",-0.41
Nc1cc(Cl)c(Cl)cc1,"[161.987, 127.018, 172.967]",2.69
Nc1ccc(cc1)/N=N/c1ccccc1,"[77.039, 105.045, 198.103, 77.039, 105.045, 95.049, 198.103, 77.039, 105.045, 77.039, 105.045, 95.049]",3.41
Nc1ccc(cc1)C(N)=O,"[120.044, 137.071, 94.065, 120.045, 94.066, 137.072, 120.045, 92.05, 94.066, 120.045, 137.071, 94.066, 120.045, 94.066]",-0.41
Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,"[156.012, 108.046, 249.07, 249.069, 156.011, 108.044, 156.011, 249.069, 108.044, 108.044, 92.049, 156.011, 92.049, 108.044, 93.057, 92.049, 108.044, 65.038, 65.038, 92.049, 108.044, 65.039, 80.049, 93.057, 65.039, 80.049, 66.046, 65.039, 80.049, 53.039]",0.97
Nc1ccc(cc1)S(=O)(=O)NC(N)=N,"[156.012, 60.056, 157.014]",-1.22
Nc1ccc(cc1)S(=O)(=O)Nc1[n]cc[s]1,"[156.011, 108.046, 256.021, 156.012, 108.044, 92.049, 256.021, 156.011, 108.044, 156.011, 256.021, 108.044, 156.011, 108.044, 92.049, 108.044, 92.049, 156.011, 92.049, 108.044, 65.039, 92.049, 108.044, 65.039, 256.021, 156.011, 108.044, 156.011, 256.021, 108.044, 156.011, 108.044, 92.049, 108.044, 92.049, 156.011, 92.049, 108.044, 65.039, 92.049, 108.044, 65.039, 156.011, 108.044, 92.049]",0.05
Nc1ccc(cc1)S(=O)(=O)Nc1[n]ccc[n]1,"[251.06, 156.011, 252.062, 156.011, 251.061, 176.012, 156.011, 185.082, 176.013, 185.082, 156.011, 156.011, 108.044, 92.049, 251.06, 156.011, 92.049, 251.06, 156.011, 108.044, 156.011, 108.044, 92.049, 108.044, 92.049, 96.056, 108.044, 92.049, 65.038, 92.049, 108.044, 65.038, 251.06, 156.011, 108.044, 251.06, 156.011, 108.044, 156.011, 108.044, 92.049, 108.044, 92.049, 96.056, 108.044, 92.049, 65.039, 92.049, 108.044, 65.039, 156.011, 108.044, 92.049]",-0.09
Nc1ccc(cc1)S(=O)(=O)Nc1cccc[n]1,"[156.012, 184.088, 250.066, 156.012, 184.087, 108.044, 250.065, 156.011, 184.086, 250.065, 156.011, 184.087, 156.011, 108.044, 184.087, 108.044, 92.049, 184.087, 108.044, 92.049, 95.06, 92.049, 108.044, 65.039, 250.065, 156.011, 184.088, 250.065, 156.011, 184.087, 156.011, 108.044, 184.087, 108.044, 92.049, 184.087, 108.044, 92.049, 95.06, 92.049, 108.044, 65.039, 156.011, 184.087, 108.044, 108.044, 92.049, 156.012, 92.049, 108.044, 95.06, 156.012, 184.087, 108.044, 156.012, 184.087, 108.044]",0.35
Nc1ccc(cc1)S(N)(=O)=O,"[173.038, 156.012, 125.048]",-0.62
Nc1ccc(cc1)S(O)(=O)=O,"[156.011, 93.057, 94.065, 174.022, 93.057, 156.011, 93.057, 174.022, 156.011, 93.057, 174.022, 108.044, 93.057, 174.022, 108.044, 93.057, 92.049, 108.044, 93.057, 92.049, 65.039, 174.022, 93.057, 156.011, 93.057, 174.022, 156.011, 93.057, 174.022, 108.044, 93.057, 174.022, 108.044, 93.057, 92.049, 108.044, 93.057, 92.049, 65.039, 156.011, 93.057, 94.065]",-2.16
Nc1ccc(cc1)Sc1ccc(N)cc1,"[217.079, 124.022, 200.053, 124.022, 200.054, 217.08, 124.022, 199.046, 167.074, 217.08, 124.022, 200.054, 124.022, 200.054, 184.1]",2.18
Nc1ccc(cc1Cl)-c1cc(Cl)c(N)cc1,"[217.053, 218.061, 182.084, 217.053, 218.06, 182.084]",3.51
Nc1ccc(Cl)cc1,"[128.026, 93.057, 139.006, 128.027, 93.058, 139.006, 93.058, 128.027, 139.006, 93.058, 128.026, 93.058]",1.83
Nc1ccc(F)cc1,"[112.056, 92.049, 123.035]",1.15
Nc1ccc(O)cc1,"[110.06, 92.049, 65.039]",0.04
Nc1ccc2c([nH]c3ccccc23)[n]1,"[184.087, 167.06, 157.076, 184.087, 167.06, 157.076]",2.6
Nc1cccc[n]1,"[95.06, 78.034, 67.054]",0.48
Nc1cccc2ccccc21,"[144.081, 143.073, 155.06]",2.25
NC1CCCCC1,"[83.085, 100.112, 55.054]",1.49
Nc1ccccc1,"[94.065, 53.039, 105.045]",0.9
Nc1ccccc1-c1ccccc1,"[170.096, 153.07, 143.085]",2.84
Nc1ccccc1C(O)=O,"[120.044, 92.049, 138.055, 120.044, 92.049, 138.055]",1.21
Nc1ccccc1O,"[110.06, 92.049, 65.039]",0.62
NC1NC(=O)c2[n]c[nH]c2N=1,"[152.056, 135.03, 110.035]",-0.91
NCC1(CC(O)=O)CCCCC1,"[172.133, 154.122, 137.095, 154.122, 137.096, 172.132, 137.095, 154.121, 136.11, 154.123, 155.107, 172.133, 172.133, 154.123, 155.107, 172.133, 154.123, 137.096, 154.123, 172.133, 137.096, 154.123, 137.096, 119.085, 95.085, 154.123, 119.085, 95.086, 67.054, 91.054, 172.133, 154.123, 155.107, 172.133, 154.123, 137.096, 154.123, 172.133, 137.096, 154.123, 137.096, 119.086, 95.086, 154.123, 119.085, 95.086, 67.054, 91.054, 154.123, 155.107, 137.096, 154.123, 172.133, 137.096, 55.018, 137.096, 154.123, 67.054, 55.018, 55.054, 154.123, 137.096, 119.086, 95.086, 119.086, 91.054, 154.123, 155.107, 137.096, 154.123, 155.107, 137.096]",-1.1
NCc1ccccc1,"[108.081, 91.054, 67.054]",1.09
NCCc1cc(O)c(O)cc1,"[137.06, 91.054, 119.049, 137.06, 91.054, 119.049, 137.06, 91.054, 119.049, 91.054, 137.06, 119.049, 91.054, 119.049, 137.06, 91.054, 65.039, 119.049]",-0.98
NCCc1ccccc1,"[122.097, 123.1, 105.071]",1.41
NCCCC[C@H](N)C(O)=O,"[84.081, 130.086, 147.112]",-3.05
NS(=O)(=O)c1cc(C(O)=O)c(cc1Cl)NCc1ccco1,"[81.034, 53.039, 205.01, 252.997, 254.994, 176.989, 81.034, 98.984, 176.989, 81.034, 98.984, 98.984, 81.034, 98.984, 81.033, 98.984, 81.033, 98.984, 81.033, 195.948, 81.033, 98.984, 252.997, 98.984, 81.033, 262.989, 98.984, 81.033, 98.984, 81.033, 98.984, 81.033, 98.984, 81.034, 252.997, 254.994, 176.989, 272.938, 244.944, 272.939, 244.943]",2.03
NS(=O)(=O)c1cc(ccc1Cl)C1(O)NC(=O)c2ccccc12,"[321.994, 243.021, 241.005, 321.994, 243.021, 241.005, 243.021, 241.005, 321.994, 243.021, 241.005, 185.015, 185.015, 152.062, 79.98, 150.047, 152.062, 79.98]",0.85
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,"[295.956, 278.93, 286.955, 295.956, 278.93, 204.983, 204.983, 278.93, 230.963, 141.951, 139.99, 157.016, 139.99, 155.985, 141.951, 97.979, 117.045, 155.985, 117.045, 89.026, 96.984, 63.023, 62.015, 90.034, 63.023, 62.015, 72.984]",-0.24
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,"[280.945, 268.945, 280.945, 297.971, 232.978, 280.945, 232.978, 216.983, 232.978, 216.983, 203.951, 139.99, 203.952, 142.959, 139.99, 107.99, 125.003, 139.99, 107.99, 125.002, 280.945, 297.972, 232.978, 280.945, 232.978, 216.983, 232.978, 216.983, 203.952, 139.99, 203.952, 107.99, 139.99, 107.99, 125.003, 139.99, 107.99, 125.003, 280.945, 268.945, 286.956]",-0.07
NS(=O)(=O)c1ccccc1,"[141.0, 95.049, 105.045, 141.0, 95.049, 105.045, 95.049, 105.045, 77.038, 95.049, 105.045, 77.038, 95.049, 105.045, 77.038, 95.049, 105.045, 77.038, 95.049, 77.038, 105.045, 51.023, 50.015, 77.038, 51.023, 50.015, 77.038]",0.31
NS(=O)(=O)c1ccccc1Cl,"[174.961, 139.006, 111.044, 174.961, 139.006, 111.044, 139.006, 129.01, 111.044, 139.006, 129.01, 111.044, 139.006, 129.01, 75.023, 75.023, 139.006, 129.01]",0.74
O[C@]12CCC(=O)[C@@H]3Oc4c5c(C[C@H]1N(CC1CC1)CC[C@]253)ccc4O,"[324.16, 270.112, 282.113, 342.17, 342.17, 324.159, 267.126, 324.159, 270.112, 342.169, 267.125, 324.159, 270.112, 212.071, 267.125, 55.054, 212.071, 55.054, 161.059, 342.17, 324.16, 342.17, 324.159, 267.125, 324.159, 270.112, 342.17, 267.125, 324.159, 270.112, 212.071, 267.125, 228.102, 212.071, 55.054, 161.06, 324.159, 270.112, 282.112]",1.92
O=C(c(ccc(N(C)C)c1)c1)c(ccc(N(C)C)c2)c2,"[148.076, 269.165, 120.081, 148.076, 79.055, 105.058, 148.076, 105.058, 79.055, 148.076, 91.055, 199.063, 148.076, 91.055]",3.87
O=C(c1ccccc1)c1ccccc1,"[105.033, 183.081, 77.039, 105.034, 183.081, 77.039]",3.18
O=C(Nc1cc(Cl)c(F)c(Cl)c1F)NC(=O)c1c(F)cccc1F,"[158.041, 141.014, 197.968, 380.981, 158.041, 158.041, 141.015, 158.041, 141.015, 195.961, 141.014, 158.041, 141.014, 141.026, 195.961, 141.014, 141.026, 195.96, 158.041, 380.981, 141.014, 158.041, 141.014, 197.968, 158.041, 141.014, 195.964, 141.014, 158.041, 195.965, 141.014, 195.964, 141.014, 141.025, 195.96, 158.041, 141.014, 197.968]",4.56
O=C(Nc1ccc(cc1)OC(F)(F)F)NC(=O)c1ccccc1Cl,"[156.021, 359.04, 138.994, 156.021, 138.994, 178.047, 138.994, 156.021, 113.015, 138.995, 156.021, 113.015, 138.995, 156.021, 129.01, 138.995, 139.005, 129.01]",4.91
O=C(Nc1ccc(Cl)cc1)NC(=O)c1c(F)cccc1F,"[158.04, 311.039, 313.036, 158.04, 141.013, 159.044, 158.04, 141.014, 142.016, 141.014, 158.04, 140.031, 141.014, 158.04, 158.041, 141.014, 311.039]",3.88
O=C(Nc1ccc(F)cc1F)c1ccc[n]c1Oc1cc(ccc1)C(F)(F)F,"[266.042, 395.082, 246.036, 266.042, 375.075, 246.036, 395.081, 266.042, 395.081, 375.075, 266.042, 246.036, 233.053, 266.042, 246.036, 238.047, 238.047, 218.041, 183.042, 218.041, 169.052, 190.046, 395.081, 219.048, 266.042, 395.081, 375.074, 266.042, 246.036, 233.052, 266.042, 238.047, 246.036, 238.047, 218.041, 266.042, 218.041, 183.042, 169.052, 266.042, 375.075, 246.036, 266.043, 246.036, 238.048, 218.041, 238.048, 183.042, 266.042, 375.075, 246.036, 266.042, 375.075, 246.036]",4.9
O=C(Nc1ccccc1)c1ccccc1,"[105.033, 198.091, 120.044]",2.62
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,"[329.141, 125.015, 218.073, 125.015, 329.141, 218.073, 125.015, 94.065, 106.065, 125.015, 94.065, 106.065, 125.015, 89.038, 94.065, 125.015, 89.038, 98.999]",4.82
O=C(Nc1ccccc1)Nc1cc(Cl)[n]cc1,"[248.058, 129.021, 155.001, 129.021, 155.001, 248.059, 129.021, 155.001, 111.055, 129.021, 111.055, 155.001, 111.055, 129.021, 93.045, 111.055, 129.021, 93.045, 111.055, 66.034, 93.045, 66.034, 111.055, 56.05, 66.034, 52.018, 67.029]",3.2
O=C(NCC1CCCCN1)c1cc(ccc1OCC(F)(F)F)OCC(F)(F)F,"[415.145, 398.118, 301.027, 398.119, 415.145, 98.096, 301.029, 398.119, 98.096, 301.029, 98.096, 81.07, 301.03, 209.022, 236.029, 153.018, 209.022, 107.013]",3.78
O=C(O)CCCCCCCC=CCC=CCCCCC,"[263.237, 245.226, 97.101, 97.101, 83.085, 69.07, 69.07, 81.07, 83.085, 69.07, 81.07, 95.085, 81.07, 67.054, 69.07, 67.054, 81.07, 91.054]",7.05
O=C1C=C(Oc2ccccc21)c1ccccc1,"[223.075, 121.028, 178.077]",3.56
O=C1C=CC(=O)c2ccccc12,[159.044],1.71
O=C1C=Cc2ccccc2O1,"[147.044, 103.054, 91.054]",1.39
O=C1c2cccc3cccc(c32)-c2ccccc21,"[231.081, 203.086, 202.078, 203.085, 202.077, 231.08, 231.08, 203.085, 202.078]",4.81
O=C1c2ccccc2-c2ccccc21,"[181.065, 153.07, 152.062, 153.07, 181.065, 152.062]",3.58
O=C1c2ccccc2-c2ccccc2C1=O,"[181.065, 209.06, 153.07]",2.52
O=C1c2ccccc2Cc2ccccc21,"[195.081, 177.07, 69.07]",3.66
O=C1CN=C(c2cc(Cl)ccc2N1)c1ccccc1,"[271.063, 273.06, 272.066, 271.063, 140.025, 208.099, 140.025, 208.099, 165.02, 140.025, 208.098, 165.02, 271.063, 271.063, 243.068, 140.026, 271.063, 140.026, 243.068, 140.026, 165.021, 208.099, 140.026, 165.021, 208.099, 140.026, 91.054, 165.021, 104.049, 91.054, 190.065, 104.049, 65.038, 75.023, 75.023, 65.038, 104.049]",2.93
O=C1CN=C(c2cccc[n]2)c2cc(Br)ccc2N1,"[316.009, 318.007, 209.095, 316.008, 288.014, 316.008, 288.013, 209.095, 209.095, 182.084, 316.008, 182.084, 209.095, 208.087, 182.084, 208.087, 181.076, 181.076, 182.084, 208.087, 181.076, 154.065, 104.049, 179.06, 154.065, 104.049, 179.06, 95.049, 126.046]",2.05
O=C1NC(=O)C(N1)(c1ccccc1)c1ccccc1,"[182.096, 253.097, 225.102, 182.096, 225.102, 253.097, 182.096, 104.049, 132.044, 104.049, 182.096, 132.044, 104.049, 182.096, 95.049, 104.049, 95.049, 105.044]",2.47
O=C1NC(=O)c2ccccc12,"[130.029, 80.022, 101.038]",1.15
O=C1NC=C(F)C(=O)N1,"[84.96, 113.999, 88.019, 131.025, 131.025, 84.96, 113.999, 131.025, 113.999, 84.96, 113.998, 131.025, 84.96, 113.999, 131.025, 84.96, 113.999, 84.96, 58.009, 131.025, 84.96, 131.025, 84.96, 113.998, 131.025, 84.96, 113.999, 113.999, 131.025, 84.96, 113.999, 84.96, 131.025, 113.998, 84.96, 58.009, 84.96, 113.999, 113.023]",-0.89
O=C1Nc2cc(Cl)ccc2N1C1CCN(CCCN2c3ccccc3NC2=O)CC1,"[175.087, 426.169, 147.055]",3.9
O=C1Nc2ccccc2N1C1CCN(CC=1)CCCC(=O)c1ccc(F)cc1,"[380.18, 194.098, 381.183, 194.099, 165.071, 195.101, 165.072, 194.099, 123.025, 165.072, 123.025, 166.075, 123.025, 165.072, 166.076, 380.177, 194.097, 165.071, 194.098, 165.071, 123.024, 165.071, 123.024, 194.098, 123.024, 165.071, 187.087, 123.024, 165.071, 113.04, 123.024, 123.035, 113.04, 123.035, 123.024, 113.04, 123.035, 75.023, 113.04, 75.023, 74.015, 123.035]",3.5
O=NN(c1ccccc1)c1ccccc1,"[169.089, 199.087, 168.081, 169.089, 168.081, 66.046, 169.089, 66.046, 168.081, 66.046, 168.081, 104.049, 66.046, 168.081, 104.049, 66.046, 168.081, 95.049]",3.13
O=NN1CCCC1,"[101.071, 55.054, 59.024, 101.071, 55.054, 59.024, 101.071, 55.054, 59.024, 101.071, 55.054, 59.024, 101.071, 55.054, 59.024, 55.054, 101.071, 59.024]",-0.19
O=NN1CCCCC1,"[115.087, 69.07, 70.065, 115.087, 69.07, 70.065, 115.087, 69.07, 70.065, 115.087, 69.07, 70.065, 69.07, 115.087, 53.002, 69.07, 115.087, 53.002]",0.36
O=NN1CCNCC1,"[85.076, 86.084, 56.05, 85.076, 86.084, 56.05, 85.076, 86.084, 56.05, 85.076, 56.05, 86.084, 85.076, 56.05, 58.065, 56.05, 85.076, 58.065]",0.18
O=NN1CCOCC1,"[117.066, 87.068, 59.049, 117.066, 87.068, 86.06, 117.066, 87.068, 86.06, 117.066, 87.068, 86.06, 117.066, 86.06, 87.068, 86.06, 117.066, 87.068, 86.06, 57.057, 117.066, 117.066, 86.06, 87.068, 117.066, 86.061, 87.068, 87.068, 86.06, 57.057, 87.068, 86.06, 57.057]",-0.44
O=P(c1ccccc1)(c1ccccc1)c1ccccc1,"[279.093, 219.057, 201.046, 279.093, 57.07, 71.085, 279.093, 57.07, 71.085, 57.07, 219.057, 279.093, 121.028, 219.057, 57.07, 121.028, 65.039, 121.04, 65.039, 121.028, 121.04, 65.039, 121.04, 121.028, 65.039, 53.002, 51.023, 65.039, 53.002, 51.023]",2.83
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,"[98.984, 318.923, 208.953, 98.984, 318.922, 208.953]",3.65
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,"[327.078, 233.036, 152.062, 327.078, 77.039, 152.062, 327.078, 233.036, 153.07, 233.036, 153.07, 251.047, 152.062, 95.049, 153.07, 152.062, 95.049, 77.039, 152.062, 95.049, 77.038, 152.062, 77.039, 95.049, 50.015, 51.023, 152.062, 50.015, 51.023, 150.047, 251.048, 153.07, 152.062, 152.063, 77.039, 168.058, 233.037, 215.027, 229.102, 215.027, 233.037, 251.048]",4.59
O=P(OCCCl)(OCCCl)OCCCl,"[63.0, 98.984, 284.961]",1.44
O=P1(NCCCl)OCCCN1CCCl,"[233.001, 182.013, 153.982, 261.032, 233.001, 261.032, 233.001, 182.013, 92.026, 153.982, 261.032, 92.026, 153.982, 78.011, 92.026, 153.982, 78.011, 92.026, 153.982, 78.01, 261.032, 233.001, 261.032, 233.001, 182.013, 92.026, 153.982, 261.032, 92.026, 153.982, 120.058, 92.026, 153.982, 78.01, 92.026, 153.982, 78.01, 233.001, 182.013, 153.982]",0.86
O=P1(NCCCO1)N(CCCl)CCCl,"[233.001, 140.003, 106.042, 261.032, 140.003, 261.032, 233.001, 140.003, 140.003, 261.032, 106.042, 140.003, 142.018, 106.042, 140.003, 142.018, 120.021, 140.003, 63.0, 56.049, 261.032, 106.042, 233.002, 261.032, 140.003, 233.001, 140.003, 261.032, 106.042, 140.003, 142.018, 106.042, 140.003, 142.018, 120.021, 140.003, 63.0, 56.049, 233.001, 140.003, 106.042, 140.004, 142.019, 106.042, 140.004, 142.019, 106.042, 140.004, 106.042, 142.019, 140.004, 106.042, 142.019]",0.63
O=S(=O)(c1ccccc1)c1ccccc1,"[219.048, 141.0, 95.049]",2.4
O=S(c1ccccc1)c1ccccc1,"[203.052, 186.05, 125.005]",2.06
OC(=O)c1[n]c(Cl)ccc1Cl,"[191.961, 163.966, 145.956]",1.06
OC(=O)C1=CN(C2CC2)c2cc(c(F)cc2C1=O)N1CCNCC1,"[332.145, 333.147, 231.058, 314.13, 288.151, 332.141, 332.14, 332.141, 314.13, 288.151, 314.13, 245.109, 332.141, 231.057, 314.13, 245.109, 231.057, 203.062, 189.046, 231.057, 203.062, 148.056, 332.14, 314.129, 288.151, 332.141, 314.13, 288.151, 314.13, 245.109, 332.141, 231.057, 314.13, 245.109, 231.057, 203.062, 189.046, 231.057, 203.062, 148.056, 314.13, 288.151, 332.141]",0.28
OC(=O)c1cc(ccc1)Oc1ccccc1,"[171.08, 171.08, 171.08]",3.91
OC(=O)c1cc2ccccc2cc1,"[145.065, 155.06, 117.07, 129.07, 155.049, 145.065]",3.28
OC(=O)c1ccc[n]c1Nc1cc(ccc1)C(F)(F)F,"[265.065, 283.076, 266.067, 265.053, 245.048, 217.049, 145.02, 217.049, 168.061, 283.069, 265.058, 145.026, 283.069, 265.058, 263.063, 265.058, 283.069, 245.052, 265.058, 245.052, 217.057, 265.058, 245.052, 145.026, 145.026, 168.068, 217.057, 145.026, 140.049, 123.035, 75.023, 140.049, 113.039, 75.023, 74.015, 113.039]",4.43
OC(=O)c1ccccc1Nc1cc(ccc1)C(F)(F)F,"[264.063, 282.073, 195.068, 264.063, 244.057, 282.074, 264.063, 244.057, 195.068, 264.063, 244.057, 216.062, 264.063, 244.057, 216.062, 167.073, 216.062, 244.057]",5.25
OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,"[250.015, 296.019, 278.01, 215.048, 250.015, 214.034, 215.046, 217.043, 216.043, 214.034, 216.032, 215.038, 214.034, 216.031, 215.042, 215.049, 214.042, 250.018, 278.014, 250.018, 215.049, 296.024, 278.014, 250.018, 215.05, 250.018, 214.042, 215.05, 214.042, 250.018, 214.042, 215.05, 180.081, 214.042, 180.081, 215.049, 214.042, 179.073, 178.065, 296.024, 278.013, 250.018, 215.05, 250.018, 214.042, 215.05, 214.042, 250.018, 214.042, 215.049, 180.081, 214.042, 180.081, 215.05, 214.042, 178.065, 179.073, 278.014, 250.018, 215.049, 214.042, 215.05, 180.081, 214.042, 180.081, 215.05, 278.014, 250.019, 215.05, 278.014, 250.019, 215.05]",4.51
OC(=O)COc1cc2ccccc2cc1,"[157.065, 129.07, 203.07, 157.065, 129.07, 155.06, 157.065, 129.07, 155.06, 129.07, 155.06, 145.065, 155.06, 129.07, 145.065, 155.06, 145.065, 128.062, 155.06, 127.054, 128.062, 95.049, 126.046, 128.062, 75.023, 95.049, 115.054]",2.53
OC(=O)COCCN1CCN(CC1)C(c1ccc(Cl)cc1)c1ccccc1,"[201.047, 166.078, 389.163, 201.047, 187.108, 166.077, 389.162, 201.046, 187.107, 201.046, 187.107, 165.068, 201.046, 166.077, 165.07, 201.046, 166.077, 165.07, 166.077, 165.07, 201.046, 165.07, 166.077, 199.03, 389.162, 201.046, 187.107, 201.046, 187.108, 166.077, 201.046, 166.077, 165.07, 201.046, 166.077, 165.07, 166.077, 165.07, 201.046, 165.07, 166.077, 201.047, 201.046, 187.107, 166.077, 201.047, 166.078, 165.07, 166.078, 165.07, 201.047, 201.047, 166.078, 187.108, 201.047, 166.078, 187.108]",1.7
OC(C[n]1c[n]c[n]1)(C[n]1c[n]c[n]1)c1ccc(F)cc1F,"[307.111, 220.068, 238.079, 238.079, 220.068, 289.101, 307.112, 238.078, 220.068, 238.079, 220.068, 307.111, 220.068, 169.046, 238.079, 169.046, 220.068, 139.036, 139.036, 127.035, 121.045, 127.035, 139.036, 151.036, 307.112, 238.078, 220.068, 238.079, 220.068, 307.111, 220.068, 169.046, 238.079, 169.046, 220.068, 139.035, 139.035, 127.035, 121.045, 139.035, 127.035, 151.035, 238.079, 220.068, 289.101, 220.068, 238.078, 169.046]",0.5
OC(C[n]1c[n]c[n]1)(c1ccccc1F)c1ccc(F)cc1,"[302.11, 70.04, 233.077, 70.04, 233.077, 123.024, 70.04, 123.024, 109.045, 70.04, 123.024, 109.045, 70.04, 123.024, 109.045, 70.04, 123.024, 123.035, 70.04, 123.035, 75.023, 75.023, 70.04, 123.035, 75.023, 74.015, 70.04]",2.29
