SMILES,frag_list,MP
Oc1cc(O)c(cc1)C(=O)c1ccccc1,"[137.023, 215.071, 105.034, 215.071, 137.023, 105.034, 137.023, 105.034, 77.038, 81.034, 77.038, 137.023]",144
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,"[415.211, 435.216, 397.201, 319.169, 279.173, 397.201, 147.08, 279.173, 291.174, 147.079, 171.079, 237.126, 147.079, 159.079, 171.08, 397.201, 319.169, 337.179, 147.08, 291.174, 279.174, 147.08, 121.065, 171.08, 91.054, 121.065, 147.08, 91.054, 128.062, 105.07]",247.5
CC[C@@H](CO)NCCN[C@H](CO)CC,"[116.107, 205.191, 116.107, 116.107, 116.106, 205.191, 205.191, 116.107, 116.107, 116.107, 116.107]",89
O=C(NCC1CCCCN1)c1cc(ccc1OCC(F)(F)F)OCC(F)(F)F,"[415.145, 398.118, 301.027, 398.119, 415.145, 98.096, 301.029, 398.119, 98.096, 301.029, 98.096, 81.07, 301.03, 209.022, 236.029, 153.018, 209.022, 107.013]",146
COC(=O)Nc1[nH]c2cc(ccc2[n]1)C(=O)c1ccc(F)cc1,"[314.094, 315.097, 316.099, 282.067, 314.094, 283.07, 282.067, 283.07, 123.024, 282.068, 123.024, 283.071, 123.024, 282.067, 159.042, 314.094, 282.067, 282.067, 314.094, 282.067, 123.024, 314.094, 282.067, 123.024, 123.035, 123.024, 123.035, 282.067, 123.035, 123.024, 113.04, 123.035, 75.023, 113.04, 75.023, 123.035, 74.015, 75.023, 74.015, 77.026]",260
CNC1(CCCCC1=O)c1ccccc1Cl,"[125.016, 179.062, 127.013, 220.089, 207.057, 179.062, 238.1, 207.057, 220.088, 238.1, 207.057, 220.089, 125.015, 179.062, 220.089, 125.015, 179.062, 163.031, 125.015, 163.031, 151.031, 125.015, 128.062, 116.062, 238.1, 220.089, 207.057, 238.1, 207.057, 220.089, 125.015, 179.062, 220.089, 125.015, 179.062, 163.031, 125.015, 163.031, 151.031, 125.015, 128.062, 116.062, 220.089, 207.057, 179.062]",92.5
Cc1o[n]c(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@H](C(O)=O)N2C1=O)-c1ccccc1,"[160.043, 243.076, 402.112, 160.043, 243.077, 144.044, 114.037, 160.043, 144.044, 114.037, 144.044, 130.065, 114.037, 144.044, 87.026, 114.037, 87.026, 95.049, 95.049, 105.045, 53.039, 51.023, 95.049, 77.038, 51.023, 50.015, 95.049]",188
CC(C)NCC(O)COc1cccc2[nH]ccc12,"[116.107, 172.076, 146.06, 134.06, 144.081, 74.06, 116.107, 172.076, 249.16, 116.107, 172.076, 146.06]",171
CN(C)CC(C)CN1c2ccccc2CCc2ccccc12,"[100.112, 250.159, 208.112, 295.217, 100.112, 208.113, 100.112, 295.216, 58.065, 100.112, 58.065, 208.112, 100.112, 58.065, 208.112, 58.065, 100.112, 193.089, 58.065, 193.089, 100.112, 295.217, 100.112, 58.065, 100.112, 295.217, 58.065, 100.112, 58.065, 208.112, 100.112, 58.065, 208.112, 58.065, 100.112, 193.089, 58.065, 193.089, 100.112, 100.112, 250.159, 208.112]",45
COP(=O)(NC(C)=O)SC,"[142.993, 144.989, 143.995, 142.993, 124.982, 142.008, 142.993, 124.982, 142.009, 124.982, 142.992, 110.966, 124.982, 142.991]",88
COC(=O)NS(=O)(=O)c1ccc(N)cc1,"[156.011, 188.037, 108.044, 156.011, 231.043, 108.044, 156.011, 108.044, 92.049, 108.044, 156.011, 92.049, 108.044, 92.049, 65.038, 92.049, 108.044, 65.038, 92.049, 65.039, 108.044, 156.011, 231.043, 108.044, 156.012, 108.044, 92.049, 108.044, 156.011, 92.049, 108.044, 92.049, 65.038, 92.049, 108.044, 65.038, 92.049, 65.039, 108.044, 156.011, 188.037, 108.044]",144
C=CCOC(C[n]1c[n]cc1)c1ccc(Cl)cc1Cl,"[297.056, 158.976, 69.045, 158.976, 109.076, 172.992, 158.976, 81.045, 141.07, 255.008, 200.987, 158.976, 255.009, 200.987, 158.976]",52.7
CC(CC)(CC)c1cc(NC(=O)c2c(cccc2OC)OC)o[n]1,"[333.18, 165.054, 85.101, 165.054, 333.181, 85.101, 165.054, 150.031, 107.049, 165.054, 150.031, 122.036, 165.055, 150.031, 122.036, 122.036, 107.013, 150.031, 107.013, 122.036, 79.018, 107.013, 55.018, 79.018, 55.018, 107.013, 63.023]",177.5
CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)S(N)(=O)=O)[N+]([O-])=O,"[347.102, 288.029, 305.055, 347.102, 305.055, 247.013, 288.029, 247.013, 263.008, 198.014, 245.982, 240.061, 198.015, 133.04, 117.057, 78.034, 198.015, 133.04, 78.034, 133.04, 117.057]",141
Nc1ccccc1O,"[110.06, 92.049, 65.039]",174
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CCC2=O,"[97.065, 109.064, 123.08, 97.064, 109.064, 123.08, 97.064, 269.19, 109.064, 97.065, 269.19, 251.179]",158
c1[nH]c2ccccc2[n]1,"[119.06, 59.049, 92.049]",170.5
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,"[176.128, 158.118, 97.101, 97.101, 62.024, 158.118, 62.024, 97.101, 69.07, 62.024, 97.101, 69.07, 62.024, 55.054, 69.07, 62.024, 55.054, 69.07]",92
CC1=CC(=O)Oc2cc(O)ccc21,"[177.055, 105.07, 121.065, 121.065, 103.055, 177.055, 177.055, 105.07, 133.065, 105.07, 133.065, 121.065]",195.5
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)[n]o1,"[156.012, 108.046, 254.06, 156.01, 254.059, 160.085, 156.01, 160.086, 147.078, 156.011, 146.071, 147.078, 146.07, 147.077, 119.061, 254.059, 156.01, 190.096, 254.059, 156.011, 108.044, 156.012, 188.082, 147.079, 254.06, 156.011, 190.098, 254.059, 156.011, 108.044, 156.012, 108.044, 92.049, 108.044, 92.049, 156.011, 108.044, 92.049, 65.039, 92.049, 108.044, 65.039, 254.06, 156.011, 188.082, 254.06, 156.011, 108.044, 156.011, 108.044, 92.049, 108.044, 92.049, 156.011, 108.044, 92.049, 65.039, 92.049, 108.044, 65.039, 156.011, 188.082, 147.079, 254.06, 156.011, 188.082, 92.049, 108.044, 156.011, 92.049, 65.039, 108.044]",167
Nc1ccc(cc1)S(=O)(=O)Nc1[n]cc[s]1,"[156.011, 108.046, 256.021, 156.012, 108.044, 92.049, 256.021, 156.011, 108.044, 156.011, 256.021, 108.044, 156.011, 108.044, 92.049, 108.044, 92.049, 156.011, 92.049, 108.044, 65.039, 92.049, 108.044, 65.039, 256.021, 156.011, 108.044, 156.011, 256.021, 108.044, 156.011, 108.044, 92.049, 108.044, 92.049, 156.011, 92.049, 108.044, 65.039, 92.049, 108.044, 65.039, 156.011, 108.044, 92.049]",189
COCCOCCOCCOC,"[59.049, 103.075, 89.06]",-45
CCOP(=O)(OCC)OCC,"[155.048, 127.016, 183.08, 127.016, 155.048, 128.021, 127.016, 98.984, 127.016, 155.047, 98.984, 127.016, 155.047, 98.984, 127.016, 155.047, 98.984, 127.016, 155.047, 98.984, 127.016, 116.995, 98.984, 116.995, 127.016, 98.984, 116.995, 80.974]",-56.4
Cc1cccc(C)c1N,"[122.096, 105.07, 107.073, 122.096, 105.07, 107.073, 105.07, 79.054, 77.039, 77.039, 51.023, 79.054, 122.097, 105.07, 107.073, 105.07, 122.097, 107.073, 122.097, 107.073, 105.07, 107.073, 105.07, 133.077]",11.2
Cc1ccc(cc1)S(N)(=O)=O,"[91.054, 119.06, 109.065, 155.016, 119.06, 109.065, 119.06, 155.016, 109.065, 119.06, 91.054, 109.065, 91.054, 119.06, 109.065, 91.054, 65.039, 119.06, 91.054, 65.039, 119.061, 65.039, 91.054, 63.023, 65.039, 91.054, 63.023, 65.039, 63.023, 51.023, 119.061, 91.055, 91.054, 119.061, 155.017, 119.061, 91.055, 155.017, 119.061, 91.055]",138.5
CN(C)[C@H]1C[C@@H](C)O[C@@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)N(C)C[C@H](C)C[C@@]2(C)O)[C@@H]1O,"[591.427, 749.523, 158.118, 749.517, 591.422, 750.519, 591.422, 158.117, 592.424, 158.116, 591.42, 573.409, 749.517, 750.521, 751.525]",114
CCOC1Oc2ccc(cc2C1(C)C)OS(C)(=O)=O,"[121.065, 161.06, 122.068, 259.064, 241.053, 121.065, 259.064, 287.095, 121.065, 121.065, 259.064, 161.06, 121.065, 161.06, 162.068, 121.065, 161.06, 133.065, 121.065, 105.07, 133.065, 105.07, 103.054, 91.054, 259.064, 287.095, 121.065, 121.065, 259.064, 161.06, 121.065, 161.06, 162.068, 121.065, 161.06, 133.065, 121.065, 105.07, 133.065, 105.07, 103.054, 91.054, 259.064, 241.053, 121.065, 121.065, 161.06, 133.065, 105.07, 121.065, 103.054, 259.064, 241.053, 121.065, 259.064, 121.065, 241.053]",71
CC1(OC(=O)N(Nc2ccccc2)C1=O)c1ccc(cc1)Oc1ccccc1,"[331.144, 238.11, 195.081, 195.081, 107.06, 92.049, 195.081, 92.049, 93.057, 92.049, 195.081, 93.057, 93.057, 92.049, 65.039, 65.039, 93.057, 92.049]",141
Cc1cc(C)[n]c(Nc2ccccc2)[n]1,"[200.118, 107.06, 183.092, 200.118, 200.118, 200.118, 183.091, 82.065, 200.118, 183.092, 107.06, 200.118, 183.092, 107.06, 200.118, 82.065, 107.06, 200.118, 200.118, 200.118, 107.06, 183.092, 200.118, 183.092, 107.06, 200.118, 183.092, 107.06, 200.118, 82.065, 107.06, 200.118, 107.06, 183.092]",96.3
FC(F)C(F)(F)OCC(C[n]1c[n]c[n]1)c1ccc(Cl)cc1Cl,"[372.029, 70.04, 158.976, 158.976, 70.04, 372.029, 158.976, 70.04, 150.023, 158.976, 70.04, 150.023, 158.976, 70.04, 123.0, 158.976, 70.04, 123.0, 89.039, 123.0, 70.04, 89.039, 72.984, 70.04, 89.039, 72.984, 63.023]",6
COc1[n]c(NCC)[n]c(NC(C)CC)[n]1,"[170.104, 114.066, 142.072, 226.166, 226.167, 170.104, 96.056, 226.166, 170.104, 100.05, 170.104, 226.167, 100.051, 170.104, 100.051, 142.072, 100.05, 68.024, 69.008, 226.167, 173.114, 226.166, 170.104, 100.05, 226.167, 170.104, 100.051, 170.104, 226.167, 100.051, 170.103, 100.05, 142.072, 100.05, 68.024, 69.008, 170.104, 114.066, 226.166]",87
OC(C[n]1c[n]c[n]1)(c1ccccc1F)c1ccc(F)cc1,"[302.11, 70.04, 233.077, 70.04, 233.077, 123.024, 70.04, 123.024, 109.045, 70.04, 123.024, 109.045, 70.04, 123.024, 109.045, 70.04, 123.024, 123.035, 70.04, 123.035, 75.023, 75.023, 70.04, 123.035, 75.023, 74.015, 70.04]",130
Cc1[n]c(C)c(Cl)c(O)c1Cl,"[191.997, 193.994, 193.0, 191.997, 193.994, 157.028, 191.998, 157.028, 193.995, 156.02, 128.026, 157.029]",320
CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c1ccc(Cl)cc1,"[163.039, 343.073, 285.031, 163.039, 285.031, 181.041, 163.039, 285.031, 217.042, 163.039, 285.031, 217.042, 121.028, 163.039, 95.049, 121.028, 95.049, 163.039]",169
CCCC(C[n]1c[n]c[n]1)c1ccc(Cl)cc1Cl,"[284.071, 70.04, 158.976, 70.04, 158.976, 172.992, 70.04, 158.976, 172.992, 70.04, 158.976, 172.992, 158.976, 70.04, 122.999, 158.976, 70.04, 122.999, 70.04, 122.999, 89.038, 89.038, 70.04, 72.984, 89.038, 72.984, 63.023]",58.5
CNC(=C[N+]([O-])=O)NCCSCc1ccc(CN(C)C)o1,"[176.049, 98.084, 130.056, 176.048, 224.097, 270.09, 130.055, 176.048, 125.005, 125.005, 130.055, 148.075, 125.005, 148.075, 135.091, 315.149, 270.091, 176.048]",69.5
CC1N=C2CCCCN2C(=O)C=1CCN1CCC(CC1)c1[n]oc2cc(F)ccc21,"[411.226, 191.12, 411.224, 191.12, 192.123, 191.121, 411.225, 192.123, 191.121, 192.124, 411.224, 191.122, 192.124, 163.125, 191.118, 411.219, 110.06]",170
CC(C)(C)c1cc(C)c(CC2NCCN=2)c(C)c1,"[245.201, 115.054, 145.101, 245.201, 189.139, 229.169, 245.201, 189.139, 175.148, 245.201, 189.139, 175.148, 245.201, 189.138, 229.17, 229.17, 119.085, 133.101]",132
CC(N)COc1c(C)cccc1C,"[58.065, 180.138, 163.112, 58.065, 180.138, 163.112, 58.065, 105.07, 121.065, 58.065, 105.07, 121.065, 58.065, 105.07, 121.065, 58.065, 105.07, 79.054, 58.065, 180.138, 163.112, 58.065, 180.138, 163.112, 58.065, 105.07, 121.065, 58.066, 105.07, 121.065, 58.066, 105.07, 79.054]",204
CN1C(C)=C(N)C(=O)N1c1ccccc1,"[56.05, 204.113, 159.092, 187.087, 159.092, 173.071, 204.113, 187.087, 159.092, 204.113, 56.05, 187.087, 56.05, 204.113, 94.065, 56.05, 94.065, 83.061, 56.05, 94.065, 83.06, 56.05, 94.065, 83.06, 204.113, 187.087, 159.092, 204.113, 56.05, 187.087, 56.05, 94.065, 204.113, 56.05, 94.065, 83.06, 56.05, 94.065, 83.06, 56.05, 94.065, 83.06, 187.087, 159.092, 173.071, 94.065, 159.092, 83.06, 94.065, 83.061, 104.049, 187.087, 159.092, 173.071, 187.087, 159.092, 173.071]",109
Cc1[n]c2ccccc2[s]1,"[152.017, 120.044, 110.06]",14
O=C1c2cccc3cccc(c32)-c2ccccc21,"[231.081, 203.086, 202.078, 203.085, 202.077, 231.08, 231.08, 203.085, 202.078]",170
Cc1ccc(cc1Cl)NC(=O)N(C)C,"[72.044, 213.079, 140.026, 72.044, 168.021, 213.079, 72.044, 213.079, 72.044, 168.021, 72.044, 213.078, 168.021, 72.044, 140.026, 168.021, 72.044, 140.026, 125.015, 72.044, 140.026, 125.015, 213.079, 72.044, 213.079, 72.044, 168.021, 72.044, 213.079, 168.021, 72.044, 140.026, 168.021, 72.044, 140.026, 125.015, 72.044, 140.026, 125.015, 72.044, 213.079, 168.021, 72.044, 140.026, 168.021, 72.044, 140.026, 125.015, 72.044, 213.079, 168.021, 72.044, 168.021]",148.1
Cc1ccc(cc1)S(=O)(=O)N(C)N=O,"[159.03, 158.027, 142.004, 142.004, 141.0, 159.03, 95.049, 96.052, 121.028, 95.049, 96.052, 55.054, 96.052, 95.049, 55.054, 95.049, 55.054, 96.052]",60
c1c2ccccc2[n]c2ccccc21,"[180.081, 180.081]",108
CCNc1[n]c(Cl)[n]c(NC(C)C)[n]1,"[216.101, 218.098, 217.103, 174.053, 216.101, 176.05, 174.053, 132.032, 176.05, 146.022, 132.032, 174.053, 146.022, 132.032, 138.076, 216.101, 174.054, 96.056, 174.054, 138.103, 96.056, 216.101, 216.101, 174.055, 96.056, 174.054, 216.101, 104.001, 174.054, 104.001, 132.032, 104.001, 174.054, 68.024, 104.001, 68.024, 79.006, 216.101, 216.101, 174.054, 96.055, 174.054, 216.101, 104.001, 174.054, 104.001, 132.032, 174.054, 104.001, 68.024, 104.001, 68.024, 79.006, 174.054, 138.103, 96.056, 174.054, 216.101, 104.001, 104.001, 174.054, 96.055, 174.054, 216.101, 138.103, 174.054, 138.103, 96.056, 174.054, 216.101, 96.056, 174.054, 216.101, 138.102]",173
CNC(=O)Oc1cccc2ccccc21,"[145.065, 117.07, 155.06, 145.065, 117.07, 58.029, 145.065, 117.07, 155.06, 145.065, 117.07, 155.06, 145.065, 117.07, 155.06, 145.065, 117.07, 155.06, 145.065, 117.07, 155.06]",145
CC1(C)Cc2cccc(OC(=O)NC)c2O1,"[165.091, 222.112, 123.044, 165.091, 123.044, 222.112, 123.044, 165.091, 137.06, 123.044, 165.091, 137.06, 123.044, 91.054, 95.049, 123.044, 95.049, 91.054]",151
Nc1ccc(Cl)cc1,"[128.026, 93.057, 139.006, 128.027, 93.058, 139.006, 93.058, 128.027, 139.006, 93.058, 128.026, 93.058]",72.5
CCC1(CC(O)=O)OCCc2c3cccc(CC)c3[nH]c12,"[172.112, 270.149, 288.159, 172.112, 270.149, 210.128, 172.112, 144.081, 143.073, 172.112, 143.073, 144.081, 143.073, 144.081, 172.112, 143.073, 180.081, 144.081]",146.5
CC1(C)[C@@H]2CC[C@]3(C)[C@H](C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(O)=O)[C@@]2(C)CC[C@@H]1O,"[471.347, 471.347, 235.169, 317.211, 189.164, 135.117, 149.096, 107.085, 95.085, 149.096, 107.085, 95.085, 119.086, 91.054, 105.07, 93.07, 91.054, 79.054, 105.07, 91.054, 95.049, 79.054, 91.054, 65.039, 95.049]",296
Cc1c(CC(O)=O)c2cc(ccc2[n]1C(=O)c1ccc(Cl)cc1)OC,"[138.994, 358.084, 174.091, 174.091, 138.995, 312.079, 358.084, 138.995, 174.091, 138.994, 174.091, 312.078, 138.994, 174.091, 110.999, 138.994, 139.006, 87.0, 138.995, 87.0, 111.0, 139.006, 138.995, 87.0, 358.084, 138.995, 174.091, 138.995, 174.091, 358.085, 138.995, 174.091, 87.0, 138.995, 139.006, 87.0, 138.995, 139.006, 87.0, 139.006, 138.995, 87.0, 174.091, 138.995, 312.079]",158
CN(N=O)c1ccccc1,"[107.073, 137.071, 66.046, 107.073, 137.071, 66.046, 107.073, 66.046, 137.071, 66.046, 107.073, 137.071, 66.046, 95.049, 107.073, 66.046, 95.049, 65.039]",14.7
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,"[309.155, 310.159, 311.153, 294.149, 307.157, 295.154, 309.166, 294.149, 266.13, 266.131, 279.125, 171.083, 266.131, 279.126, 276.115, 309.16, 190.123, 188.107, 120.044, 188.107, 309.16, 120.044, 92.049, 160.112, 92.049, 65.039, 120.044, 92.049, 65.039, 95.049, 65.039, 92.049, 95.049, 65.039, 95.049, 105.045, 65.039, 95.049, 77.039, 51.023, 65.039, 50.015]",105
O=C(C1CCCCC1)N1CC2c3ccccc3CCN2C(=O)C1,"[313.194, 314.197, 203.119, 203.119, 313.193, 204.122, 203.119, 174.092, 132.081, 174.092, 132.081, 203.119, 132.081, 174.092, 146.097, 313.191, 203.118, 83.085, 203.118, 83.085, 313.191, 83.085, 203.118, 174.091, 83.085, 174.091, 132.081, 83.085, 132.081, 174.091, 132.081, 83.085, 129.07]",136
Nc1ccc(cc1)Sc1ccc(N)cc1,"[217.079, 124.022, 200.053, 124.022, 200.054, 217.08, 124.022, 199.046, 167.074, 217.08, 124.022, 200.054, 124.022, 200.054, 184.1]",108.5
CNc1ccccc1,"[93.057, 108.081, 91.054]",-57
c1cccc[n]1,"[80.049, 96.044]",-41.6
Nc1ccc(F)cc1,"[112.056, 92.049, 123.035]",-0.8
CCOC(=O)c1ccc(O)cc1,"[95.049, 121.028, 139.039, 121.028, 95.049, 77.038, 139.039, 121.028, 95.049, 139.039, 121.028, 95.049]",117
CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c1ccccc1,"[337.228, 338.231, 339.234, 337.228, 188.143, 338.231, 188.143, 337.228, 189.146, 188.143, 132.08, 134.096, 132.08, 188.143, 134.095, 337.227, 188.143, 105.07, 188.143, 337.227, 105.07, 188.143, 105.07, 134.096, 105.07, 188.143, 132.081, 105.07, 79.054, 103.054, 105.07, 79.054, 103.054, 105.07, 79.054, 103.054, 95.049, 79.054, 105.045, 95.049, 105.045, 51.023]",87.5
CCOC(=O)C1(CCN(C)CC1)c1ccccc1,"[248.165, 174.128, 220.133, 248.165, 174.128, 220.133, 220.133, 248.165, 174.128, 220.133, 70.065, 174.128, 70.065, 174.128, 131.086, 70.065, 91.054, 103.054]",270
CN1CCCCC1C(=O)Nc1c(C)cccc1C,"[98.097, 247.181, 98.097, 247.181, 70.065, 98.097, 70.065, 98.097, 70.065, 98.097, 70.065, 68.049, 98.097, 70.065, 68.05]",150.5
CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4O)ccc5O,"[286.146, 287.149, 288.151, 286.146, 287.149, 229.087, 286.146, 287.149, 201.092, 165.071, 181.066, 286.146, 153.071, 165.071, 181.066, 201.091, 229.086, 268.133, 286.144, 286.144, 229.086, 201.092, 286.144, 201.091, 229.086, 286.144, 201.091, 185.06, 181.065, 165.07, 153.07, 153.07, 165.07, 181.065, 286.144, 286.144, 229.086, 268.134, 286.144, 201.091, 229.086, 286.144, 201.091, 185.06, 181.065, 165.07, 185.06, 153.07, 165.07, 157.065, 201.091, 229.086, 268.133]",255
C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C,"[109.064, 119.085, 83.049, 109.064, 91.054, 105.07, 281.19, 299.2, 263.179, 281.19, 223.148, 263.179]",203.5
S=C1Nc2ccccc2N1,"[151.032, 93.057, 118.052]",298
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,"[98.984, 318.923, 208.953, 98.984, 318.922, 208.953]",27
OC(=O)c1[n]c(Cl)ccc1Cl,"[191.961, 163.966, 145.956]",151
CC(C)(C)C(O)(C[n]1c[n]c[n]1)CCc1ccc(Cl)cc1,"[70.04, 308.152, 125.015, 290.142, 151.031, 165.046, 308.153, 308.152, 70.04, 125.015, 70.04, 125.015, 308.153, 70.04, 125.015, 151.031, 70.04, 125.015, 151.031, 70.04, 125.015, 116.062, 308.152, 70.04, 125.015, 308.153, 70.04, 125.015, 70.04, 125.015, 151.031, 70.04, 125.015, 151.031, 70.04, 125.015, 116.062, 70.04, 125.015, 116.062, 290.141, 151.031, 165.046, 70.04, 308.152, 125.015, 70.04, 125.015, 151.031, 70.04, 125.015, 116.062, 151.031, 290.142, 165.047, 151.031, 290.142, 165.047]",102.4
CNC(=O)Oc1cccc2OC(C)(C)Oc21,"[109.028, 167.07, 59.049, 109.028, 81.033, 81.033, 109.028, 167.07, 109.028, 193.049, 167.07, 109.028, 193.05]",130
Clc1cc(Cl)c(cc1)C1(CC(Br)CO1)C[n]1c[n]c[n]1,"[375.962, 158.976, 70.04, 158.976, 70.04, 375.962, 158.976, 70.04, 172.956, 158.976, 70.04, 172.956, 158.976, 70.04, 172.956, 158.976, 123.0, 70.04, 123.0, 89.039, 158.976, 89.039, 72.984, 123.0, 89.039, 72.984, 63.023]",84
CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,"[207.065, 185.081, 179.07, 253.107, 207.065, 185.081, 207.065, 69.034, 253.107, 69.034, 165.018, 139.039, 69.034, 137.023, 139.039, 69.034, 68.997, 111.044, 69.033, 68.997, 111.044, 253.107, 207.065, 185.081, 207.065, 69.034, 253.107, 69.034, 165.018, 139.039, 69.034, 137.023, 139.039, 69.034, 68.997, 111.044, 69.034, 68.997, 111.044, 207.065, 185.081, 179.07]",36
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,"[284.024, 256.029, 67.054, 284.024, 256.029, 113.06, 256.029, 284.024, 95.049, 256.029, 95.049, 67.054, 67.054, 95.049, 185.987, 67.054, 238.018, 185.987, 67.054, 238.018, 172.967]",166
C/C(=C\C(=O)NC)/OP(=O)(OC)OC,"[193.027, 127.016, 167.047, 127.016, 128.019, 193.026, 127.016, 128.019, 109.005, 127.016, 128.019, 109.005, 127.015, 109.004, 129.019]",55
c1ccc[n]c1-c1cccc[n]1,"[157.076, 130.065, 96.044]",72
CC(=O)[C@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)OC(C)=O,"[385.237, 325.216, 267.174]",214
OC(=O)C1CCCN1,"[116.071, 98.06]",205
O=C1C2CCCC=2NC(=O)N1C1CCCCC1,"[153.066, 235.144, 136.039, 153.066, 235.144, 153.066, 153.066, 235.144, 83.085, 153.066, 83.085, 136.04, 153.066, 136.039, 135.055, 153.066, 136.039, 135.055, 153.066, 136.039, 135.055, 235.144, 153.066, 135.056, 153.066, 235.144, 83.086, 153.066, 83.086, 235.144, 153.066, 136.039, 135.055, 153.066, 136.039, 135.055, 153.066, 136.039, 135.055, 153.066, 153.066, 72.044, 133.007, 72.044, 153.066, 136.039, 153.066, 72.044, 133.007, 153.066, 72.044, 133.007]",316
Nc1ccc(cc1)S(=O)(=O)Nc1ccc(Cl)[n][n]1,"[156.012, 108.046, 157.015]",187
Cc1ccc(Cl)c(NS(=O)(=O)c2[n][n]3c(cc([n]c3[n]2)OC)OC)c1Cl,"[418.014, 174.995, 228.031, 174.995, 418.014, 189.982, 174.995, 140.026, 173.987, 174.995, 140.026, 173.987, 140.026, 174.995, 173.987, 140.026, 174.995, 104.049]",211
Cc1cc[s]c1/C=C/C1=NCCCN1C,"[221.112, 222.114, 164.053, 123.021, 164.047, 150.031, 123.021, 150.033, 164.047]",240
OC(=O)C1CC(=O)C(C(=O)C1)=C(O)C1CC1,"[157.05, 139.039, 207.065, 225.076, 69.034, 139.039, 225.076, 69.034, 111.044, 69.034, 111.044, 165.018, 69.034, 111.044, 85.028, 85.028, 69.034, 111.044, 85.028, 69.034, 99.008, 225.076, 69.034, 139.039, 225.076, 69.034, 111.044, 69.034, 111.044, 165.018, 69.034, 111.044, 85.028, 85.028, 69.034, 111.044, 85.028, 69.034, 99.008, 157.05, 139.039, 207.065]",144.4
CS(=O)(=O)c1cc(Cl)c(cc1)C(=O)C1C(=O)CCCC1=O,"[329.024, 157.049, 111.044, 139.039, 293.048, 111.044, 329.024, 139.039, 157.049, 139.039, 329.024, 157.049, 139.039, 111.044, 157.049, 111.044, 68.997, 139.039, 68.997, 111.044, 139.039, 68.997, 111.044, 178.99, 329.024, 139.039, 157.049, 139.039, 329.024, 157.049, 139.039, 111.044, 157.049, 111.044, 68.997, 139.039, 68.997, 111.044, 139.039, 68.997, 111.044, 149.987, 139.039, 293.047, 111.044, 111.044, 139.039, 157.05, 111.044, 214.062, 139.039, 139.039, 293.048, 111.044, 139.039, 293.048, 111.044]",139
O=C(Nc1ccccc1)c1ccccc1,"[105.033, 198.091, 120.044]",163
Oc1ccc2ccccc2c1C=O,"[145.066, 155.061, 117.07]",83
COc1cc2ccc[n]c2cc1,"[160.076, 145.053, 117.058]",26.5
NCCCCCCCCN,"[128.143, 145.17, 111.117]",52
